,Name,Age,Salary,Country,Bonus
2874,KDCVS,44,40855,France,4085.5
2875,AFAZM,33,63250,,6325.0
2876,RJZXA,58,77628,,7762.8
2877,JWBQK,31,72123,,7212.3
2878,LMTTP,47,75434,France,7543.400000000001
2879,MINYZ,39,74920,,7492.0
2880,HEDFS,33,31898,,3189.8
2881,HJTOQ,36,57835,,5783.5
2882,DGDDD,58,36316,,3631.6000000000004
2883,IQUWQ,58,78477,,7847.700000000001
2884,TZQJI,31,51329,,5132.900000000001
2885,FBLUA,29,31779,,3177.9
2886,YGWTE,21,30731,,3073.1000000000004
2887,NJHRR,48,64255,,6425.5
2888,ZRJXW,24,68975,France,6897.5
2889,ASYTD,36,44199,,4419.900000000001
2890,HFLEX,32,77660,,7766.0
2891,XZEQT,41,59905,,5990.5
2892,LEPDZ,37,48977,,4897.7
2893,FKTWV,40,53319,,5331.900000000001
2894,HYMJV,47,45666,,4566.6
2895,MZAHE,49,50389,France,5038.900000000001
2896,ZOZZZ,52,43470,,4347.0
2897,LXJGQ,49,32911,France,3291.1000000000004
2898,ZDRDX,38,43942,,4394.2
2899,ONGPS,47,72271,,7227.1
2900,PJDHQ,52,63697,,6369.700000000001
2901,PWBJS,20,73948,,7394.8
2902,AONSU,45,45457,,4545.7
2903,MWJEL,31,49066,,4906.6
2904,YAKMV,43,64654,,6465.400000000001
2905,IOJKO,27,45501,,4550.1
2906,YLICF,54,60409,,6040.900000000001
2907,BZMRP,55,66209,,6620.900000000001
2908,HXGCT,48,38542,,3854.2000000000003
2909,FNHFW,30,33764,,3376.4
2910,RCQRQ,59,75756,,7575.6
2911,CDNTC,52,53358,,5335.8
2912,TXTGC,33,67293,,6729.3
2913,TEXJO,53,33142,,3314.2000000000003
2914,IEBKS,24,37855,,3785.5
2915,ESTEL,41,66449,France,6644.900000000001
2916,ZDFGK,54,72488,France,7248.8
2917,MEUFU,31,34470,France,3447.0
2918,FNKPF,54,36844,,3684.4
2919,SFWIK,48,47898,France,4789.8
2920,JEAZR,26,50386,,5038.6
2921,GOUIA,35,71239,,7123.900000000001
2922,OVZFB,41,55822,,5582.200000000001
2923,LAFVR,58,36124,,3612.4
2924,FWMWX,44,42436,,4243.6
2925,UWPSV,46,79736,,7973.6
2926,FONLB,48,62015,France,6201.5
2927,ZHLMC,56,68981,France,6898.1
2928,YXRYY,41,41076,,4107.6
2929,NAGXB,35,57864,France,5786.400000000001
2930,LZPDF,41,55539,,5553.900000000001
2931,VAFUN,39,32877,France,3287.7000000000003
2932,ALQIC,33,57975,,5797.5
2933,GCRDT,57,69516,,6951.6
2934,QIYHP,50,64895,,6489.5
2935,SRHNI,38,73794,,7379.400000000001
2936,DJCDO,43,57104,,5710.400000000001
2937,IDZVU,49,64634,,6463.400000000001
2938,KLQCY,26,64252,,6425.200000000001
2939,QOLOA,35,56175,France,5617.5
2940,BDBSW,26,53413,,5341.3
2941,JVJST,22,33535,,3353.5
2942,KXAFV,50,79988,,7998.8
2943,CTHZR,23,56981,,5698.1
2944,EZZEA,52,31279,,3127.9
2945,MANSC,51,62126,,6212.6
2946,LMGCI,33,37949,,3794.9
2947,QUKGE,41,40175,,4017.5
2948,EQGLJ,38,71392,,7139.200000000001
2949,ZZEGJ,60,52678,,5267.8
2950,GKDTV,30,74591,,7459.1
2951,THXBV,43,50343,France,5034.3
2952,JKNJM,22,31091,France,3109.1000000000004
2953,BEIHE,44,62145,France,6214.5
2954,ODOVT,20,68379,,6837.900000000001
2955,LPXRL,49,59807,,5980.700000000001
2956,RVLQH,54,50049,,5004.900000000001
2957,WQOTH,28,35364,,3536.4
2958,KGDGA,23,69575,,6957.5
2959,FYBVF,49,78138,France,7813.8
2960,VBGRR,40,57835,,5783.5
2961,TLGIT,26,61985,,6198.5
2962,EGGUO,20,51417,,5141.700000000001
2963,LUEQI,32,51592,,5159.200000000001
2964,NFGYU,47,34081,France,3408.1000000000004
2965,EAMAV,44,73202,,7320.200000000001
2966,ULLLH,44,56644,,5664.400000000001
2967,EBKPX,56,77507,France,7750.700000000001
2968,YINSX,28,76339,,7633.900000000001
2969,LDDOZ,33,51109,,5110.900000000001
2970,AZDTI,27,39894,,3989.4
2971,AZGFV,24,46670,France,4667.0
2972,UQGQA,43,52773,France,5277.3
2973,ZPNCW,41,79493,,7949.3
2974,ZIWEB,46,38144,,3814.4
2975,YJLOJ,51,70015,,7001.5
2976,KSGXY,53,55745,France,5574.5
2977,OOFYZ,60,53673,,5367.3
2978,BHQOV,24,37830,,3783.0
2979,OUKLG,48,65090,France,6509.0
2980,ZCRJG,39,53484,France,5348.400000000001
2981,UPDTO,59,41793,,4179.3
2982,WCOBH,30,31159,,3115.9
2983,BWLGI,57,41309,,4130.900000000001
2984,PFAZD,39,56212,France,5621.200000000001
2985,GNKDW,56,50620,,5062.0
2986,UTWWL,42,74312,,7431.200000000001
2987,TMLDR,54,76881,France,7688.1
2988,OYQMP,27,34441,,3444.1000000000004
2989,VSCRW,43,31972,,3197.2000000000003
2990,XIDVN,59,68043,,6804.3
2991,SQOKP,59,57097,,5709.700000000001
2992,HSXRR,53,52060,,5206.0
2993,NZXZM,53,59338,,5933.8
2994,NKJMN,34,48241,,4824.1
2995,TYWGI,53,54417,,5441.700000000001
2996,QEUHS,48,69591,,6959.1
2997,CVTBL,30,44657,France,4465.7
2998,AHXHU,59,32862,,3286.2000000000003
2999,TRXMH,37,63793,,6379.3
3000,YMNGT,57,61481,,6148.1
3001,SUPHQ,39,45766,,4576.6
3002,EGCDH,50,38430,,3843.0
3003,UADHU,36,59763,France,5976.3
3004,WIEAS,54,69573,,6957.3
3005,YKQUN,31,72801,,7280.1
3006,COVYS,60,42280,,4228.0
3007,UJTGU,56,63532,,6353.200000000001
3008,QRVVT,27,38194,,3819.4
3009,PUHJD,36,32379,,3237.9
3010,RBQQD,21,40858,,4085.8
3011,WBPOF,23,77860,,7786.0
3012,XSZAZ,28,68893,France,6889.3
3013,HXKZN,30,78027,France,7802.700000000001
3014,SGXMF,20,39504,France,3950.4
3015,SNZAX,37,46146,,4614.6
3016,VRDON,28,39838,,3983.8
3017,TSGJR,30,75839,,7583.900000000001
3018,JZFZD,33,31617,,3161.7000000000003
3019,UBAUZ,58,72487,,7248.700000000001
3020,FAPMQ,27,37672,France,3767.2000000000003
3021,HFPFP,53,33530,,3353.0
3022,BAHWC,41,70639,,7063.900000000001
3023,NQOKY,44,40737,,4073.7000000000003
3024,GBDEH,26,32866,,3286.6000000000004
3025,UOQDO,33,53399,,5339.900000000001
3026,HMVDY,56,30324,,3032.4
3027,GLDSX,25,56872,,5687.200000000001
3028,DLYXC,46,71901,,7190.1
3029,JQASW,26,32286,,3228.6000000000004
3030,KXAAP,31,53981,,5398.1
3031,XJHDA,29,47606,France,4760.6
3032,DVHVZ,44,37331,,3733.1000000000004
3033,YKJBQ,59,61605,France,6160.5
3034,YHFVX,47,77533,France,7753.3
3035,AMHRR,50,54501,,5450.1
3036,OWKWT,22,45548,,4554.8
3037,OAVAM,49,67660,France,6766.0
3038,RWZIS,38,69566,France,6956.6
3039,VSZBD,56,44960,,4496.0
3040,LKQCI,24,30103,,3010.3
3041,HWIBV,47,47729,,4772.900000000001
3042,BSHTT,25,52748,,5274.8
3043,HBWMV,36,72010,,7201.0
3044,EDKXT,28,70391,France,7039.1
3045,SIPSR,53,39996,,3999.6000000000004
3046,EQITH,47,51894,,5189.400000000001
3047,YVSHO,41,60078,France,6007.8
3048,GIYOF,28,77658,,7765.8
3049,VYDFQ,26,45491,,4549.1
3050,HXPON,23,60447,,6044.700000000001
3051,XQDGS,49,58638,,5863.8
3052,QJXOJ,42,30374,,3037.4
3053,EGBNN,32,73488,France,7348.8
3054,NRYLZ,36,76015,France,7601.5
3055,GPAYC,26,58397,France,5839.700000000001
3056,YPQRM,32,50112,,5011.200000000001
3057,BENGV,60,36497,,3649.7000000000003
3058,UOKCJ,48,52209,,5220.900000000001
3059,EEVYH,29,57776,,5777.6
3060,QSVSU,58,72312,,7231.200000000001
3061,WGOCX,60,31237,France,3123.7000000000003
3062,XTPZF,39,49403,,4940.3
3063,PONBK,24,48291,,4829.1
3064,VVLAE,52,69044,,6904.400000000001
3065,OXUXA,40,52625,,5262.5
3066,GOJMT,56,50068,,5006.8
3067,YZOPG,46,48719,,4871.900000000001
3068,KXKGV,46,58081,,5808.1
3069,UEAZZ,44,40176,France,4017.6000000000004
3070,WFORF,38,37701,,3770.1000000000004
3071,JLZPR,28,30214,,3021.4
3072,VMNDW,35,54003,,5400.3
3073,DTBQG,34,61821,,6182.1
3074,LLGTI,31,72703,France,7270.3
3075,CWBBH,44,69039,,6903.900000000001
3076,EDTUS,52,76410,,7641.0
3077,DCDCP,40,32932,,3293.2000000000003
3078,WWJEX,31,61612,,6161.200000000001
3079,GXHNM,31,77660,,7766.0
3080,RPRNW,56,33123,,3312.3
3081,EADYV,32,50826,France,5082.6
3082,PSPYV,50,54569,France,5456.900000000001
3083,WQWLS,30,51202,,5120.200000000001
3084,IBQZV,59,37831,,3783.1000000000004
3085,SIDZU,26,32751,,3275.1000000000004
3086,BSGDZ,20,59670,France,5967.0
3087,XQXWD,50,46624,,4662.400000000001
3088,JYLLV,22,49081,France,4908.1
3089,IQPZW,26,58140,,5814.0
3090,HAKQT,43,50053,,5005.3
3091,KFEZZ,56,61405,,6140.5
3092,XQBYY,28,51800,,5180.0
3093,BKUUV,35,43714,France,4371.400000000001
3094,DQBDA,22,57095,,5709.5
3095,UEQBX,36,44537,,4453.7
3096,EBCSO,35,47544,,4754.400000000001
3097,QYOWL,45,38419,France,3841.9
3098,VGLVP,22,60435,,6043.5
3099,EJARO,32,56083,,5608.3
3100,ACUHD,60,58726,,5872.6
3101,XTSUT,45,57866,France,5786.6
3102,PIOFB,57,51623,,5162.3
3103,XOOHT,35,36747,,3674.7000000000003
3104,CTZLQ,22,44024,,4402.400000000001
3105,BMYFJ,30,45552,,4555.2
3106,DTXZW,31,46750,,4675.0
3107,XVEZW,44,42729,,4272.900000000001
3108,KHPLH,30,63163,,6316.3
3109,KAUKS,46,39575,France,3957.5
3110,ORPOL,52,78419,,7841.900000000001
3111,SEMXW,57,61446,,6144.6
3112,IUPJU,47,49882,,4988.200000000001
3113,FFMXN,43,33807,,3380.7000000000003
3114,GOPEU,45,72327,,7232.700000000001
3115,PDAUJ,52,46679,,4667.900000000001
3116,ZDKOY,24,30214,,3021.4
3117,MSCRT,38,44164,,4416.400000000001
3118,IZZTH,57,55798,,5579.8
3119,JEUKS,46,56843,,5684.3
3120,NBPWM,41,42841,,4284.1
3121,KGZGS,32,33612,,3361.2000000000003
3122,KSTKV,23,58729,,5872.900000000001
3123,FWSCQ,40,43306,France,4330.6
3124,HPRFF,51,74053,France,7405.3
3125,DBZDV,23,35046,,3504.6000000000004
3126,WMQQH,57,77736,,7773.6
3127,JQLFF,20,60583,France,6058.3
3128,IMLBY,49,69789,,6978.900000000001
3129,XCVMC,56,73495,,7349.5
3130,EPWWC,47,56601,,5660.1
3131,NSUIK,28,77857,France,7785.700000000001
3132,TJKPN,37,38197,,3819.7000000000003
3133,ECAPT,35,42757,,4275.7
3134,WIOSS,43,46379,,4637.900000000001
3135,LIGKG,56,63476,France,6347.6
3136,SVKSO,49,68220,France,6822.0
3137,MDFBK,36,35606,,3560.6000000000004
3138,DMAFS,26,68997,,6899.700000000001
3139,DENRV,36,72879,,7287.900000000001
3140,FCOEY,28,41292,,4129.2
3141,PMIBN,42,50915,,5091.5
3142,CRXOY,39,38759,,3875.9
3143,NQFCP,20,75047,France,7504.700000000001
3144,PXGLZ,53,30911,,3091.1000000000004
3145,FNBJM,58,45911,,4591.1
3146,NRJYJ,32,55407,,5540.700000000001
3147,SCWZT,52,75754,,7575.400000000001
3148,GPOFZ,45,67547,,6754.700000000001
3149,SXDRU,23,77155,France,7715.5
3150,TEARA,40,45307,,4530.7
3151,QLPVV,50,74774,France,7477.400000000001
3152,LDQPX,21,71630,,7163.0
3153,OOOLA,49,30191,France,3019.1000000000004
3154,AHJLV,28,41377,,4137.7
3155,RYRWH,45,43889,France,4388.900000000001
3156,QDUEJ,50,66411,,6641.1
3157,LVFQJ,39,50257,,5025.700000000001
3158,QZGFH,22,33483,,3348.3
3159,EAZZO,44,60554,,6055.400000000001
3160,TXCPJ,30,65089,,6508.900000000001
3161,LXBWN,45,71315,,7131.5
3162,KVQAY,39,37265,,3726.5
3163,FZUEA,56,40100,,4010.0
3164,FNDHC,30,49696,,4969.6
3165,SCCXL,39,75965,France,7596.5
3166,RTJMP,49,39735,France,3973.5
3167,WTQEI,28,49369,,4936.900000000001
3168,WPSTI,47,52613,,5261.3
3169,ZGMRW,45,59198,,5919.8
3170,HEBMY,29,30046,France,3004.6000000000004
3171,HXBUA,23,46125,,4612.5
3172,MWMMY,37,39120,,3912.0
3173,DICNP,44,58677,,5867.700000000001
3174,JAASF,24,37318,,3731.8
3175,QBKAV,33,78283,,7828.3
3176,TRWQK,45,50133,,5013.3
3177,APXHC,56,47293,France,4729.3
3178,CQFJU,43,58860,,5886.0
3179,LVDWD,48,52527,France,5252.700000000001
3180,TOKXI,40,59644,,5964.400000000001
3181,VXVSW,51,73187,France,7318.700000000001
3182,PFQJE,40,40827,,4082.7000000000003
3183,RCGWJ,49,31130,France,3113.0
3184,QZBHU,34,68144,,6814.400000000001
3185,LGRMI,49,72161,,7216.1
3186,MAKHH,32,78368,,7836.8
3187,HZRQD,38,54271,,5427.1
3188,CZQGQ,50,63384,,6338.400000000001
3189,MPKTP,47,62376,,6237.6
3190,QRGHG,50,32143,,3214.3
3191,VAURL,28,64020,France,6402.0
3192,AMJHP,49,79316,France,7931.6
3193,GNOEH,57,64934,,6493.400000000001
3194,LNZBU,58,34387,,3438.7000000000003
3195,ZKLHX,58,65945,,6594.5
3196,ENSUW,35,69605,,6960.5
3197,PMFQP,36,72686,,7268.6
3198,FNUQT,34,31810,,3181.0
3199,QIJCZ,59,45173,,4517.3
3200,URDQM,56,30801,,3080.1000000000004
3201,VSFIC,45,61774,France,6177.400000000001
3202,LQXHM,40,78827,,7882.700000000001
3203,NGMOI,54,56240,,5624.0
3204,YDVWY,38,79785,,7978.5
3205,MNCSN,30,69446,France,6944.6
3206,OGXTV,41,35647,,3564.7000000000003
3207,QXCDB,54,30129,,3012.9
3208,NYSQH,46,75823,,7582.3
3209,PGQVC,49,34517,France,3451.7000000000003
3210,DWKRG,45,35098,France,3509.8
3211,PPVOS,21,74048,France,7404.8
3212,RVSQS,60,40579,,4057.9
3213,FNVAB,36,68659,,6865.900000000001
3214,SKZEH,21,41886,,4188.6
3215,BMQRH,36,46163,,4616.3
3216,BEXPC,26,43230,,4323.0
3217,RAQLS,55,43794,France,4379.400000000001
3218,CEZYZ,41,78791,,7879.1
3219,XBTHL,55,51665,,5166.5
3220,NLCBS,44,66725,,6672.5
3221,NVBTP,59,49426,France,4942.6
3222,UVVHI,20,63160,,6316.0
3223,GUBLX,26,60295,,6029.5
3224,QYNXF,51,77097,,7709.700000000001
3225,JKXIH,33,58689,,5868.900000000001
3226,YYLGB,50,39501,,3950.1000000000004
3227,RCYUB,48,42888,,4288.8
3228,RXMBA,33,42999,,4299.900000000001
3229,PTXPO,59,39986,,3998.6000000000004
3230,DFDYM,44,69816,,6981.6
3231,AEERN,20,53336,,5333.6
3232,IXFLV,22,52564,,5256.400000000001
3233,KETWK,30,42776,France,4277.6
3234,VISGP,46,53995,France,5399.5
3235,HYPVH,26,63931,,6393.1
3236,BEHTB,22,79856,,7985.6
3237,VXTGE,45,56789,,5678.900000000001
3238,WHKMJ,38,61252,France,6125.200000000001
3239,TJLHT,51,44321,France,4432.1
3240,PDUHH,24,73319,,7331.900000000001
3241,BZPJN,50,37850,,3785.0
3242,FWLMS,45,32976,,3297.6000000000004
3243,OVZWH,46,44457,,4445.7
3244,BANIT,36,49290,,4929.0
3245,CCKHE,49,33291,,3329.1000000000004
3246,XVRXL,27,39724,,3972.4
3247,CUGYF,23,67903,,6790.3
3248,AWSQA,44,58893,,5889.3
3249,SSIHK,53,78814,,7881.400000000001
3250,BCDUF,31,31826,France,3182.6000000000004
3251,GQBCR,39,53679,France,5367.900000000001
3252,NTTRF,32,58689,,5868.900000000001
3253,YBYQE,43,57767,,5776.700000000001
3254,OFYHE,52,68769,France,6876.900000000001
3255,ZIUWW,25,44970,France,4497.0
3256,QKCHT,46,51841,,5184.1
3257,BHNNU,23,74675,,7467.5
3258,ODETY,28,45239,,4523.900000000001
3259,UODFM,32,79371,,7937.1
3260,UQTVY,26,33787,,3378.7000000000003
3261,UMXKJ,45,48967,France,4896.7
3262,PVVNA,45,77556,,7755.6
3263,EKKEV,24,60508,France,6050.8
3264,XCTTZ,30,32821,,3282.1000000000004
3265,ZWVCD,33,40718,,4071.8
3266,WCESR,51,31350,France,3135.0
3267,HUXML,52,69362,France,6936.200000000001
3268,TVBRD,59,70815,France,7081.5
3269,BUWCG,47,65359,,6535.900000000001
3270,UOBTE,35,36226,,3622.6000000000004
3271,XPEOL,56,59095,,5909.5
3272,RLSJR,24,35277,,3527.7000000000003
3273,ZQCBB,47,36907,,3690.7000000000003
3274,HWIQF,51,71482,,7148.200000000001
3275,MPZWN,54,37717,France,3771.7000000000003
3276,JUYYB,41,44354,,4435.400000000001
3277,GLQBP,37,66438,,6643.8
3278,DJKHO,40,59339,,5933.900000000001
3279,WSYHV,33,69560,,6956.0
3280,FLIWL,30,41038,France,4103.8
3281,EOOLE,46,54786,,5478.6
3282,DENDD,38,53809,France,5380.900000000001
3283,GRNBG,54,53975,,5397.5
3284,NGAKJ,46,40663,,4066.3
3285,VSWII,26,37650,,3765.0
3286,JKCUO,48,34708,,3470.8
3287,HPYAY,39,38236,France,3823.6000000000004
3288,YPZMR,49,52981,,5298.1
3289,FPXWE,29,63870,,6387.0
3290,AUQYB,41,61867,,6186.700000000001
3291,OBNKE,32,68925,France,6892.5
3292,GFCWW,45,47045,,4704.5
3293,LNNWV,22,32573,,3257.3
3294,CEXYG,53,46943,,4694.3
3295,GUNIX,52,68884,,6888.400000000001
3296,SICYH,31,74198,,7419.8
3297,TNVLR,45,47410,,4741.0
3298,SNLKB,41,37048,France,3704.8
3299,CLIOF,35,79884,,7988.400000000001
3300,NCSBF,60,42093,France,4209.3
3301,LVXOD,39,75159,France,7515.900000000001
3302,OMARR,26,79060,,7906.0
3303,IIPJR,49,36477,,3647.7000000000003
3304,DWLJS,37,30080,France,3008.0
3305,RPQQC,39,34372,,3437.2000000000003
3306,MLHDO,40,73978,,7397.8
3307,BNDTR,39,51938,,5193.8
3308,ZEPKP,41,63345,,6334.5
3309,XSBRS,45,78127,,7812.700000000001
3310,OSGQM,53,32030,,3203.0
3311,MIEGB,52,76720,,7672.0
3312,CRRZN,28,58361,,5836.1
3313,OYBBC,34,47798,France,4779.8
3314,DZHBR,24,33280,,3328.0
3315,DBRGI,21,42474,,4247.400000000001
3316,OQWUP,42,72455,France,7245.5
3317,IWVTH,33,40046,,4004.6000000000004
3318,JBTPZ,59,52667,,5266.700000000001
3319,IEVZF,27,76463,,7646.3
3320,NSLJC,40,45935,,4593.5
3321,HHQSY,38,64302,,6430.200000000001
3322,XXSWG,53,34442,,3444.2000000000003
3323,GQZVU,23,44585,,4458.5
3324,HOJSW,25,55208,,5520.8
3325,JMMVM,57,38538,,3853.8
3326,FOCPL,52,56049,,5604.900000000001
3327,YTNOH,35,54322,France,5432.200000000001
3328,DRBNU,37,61443,,6144.3
3329,GPPKM,43,50961,,5096.1
3330,RYWMO,40,72522,France,7252.200000000001
3331,VUGIM,57,79127,France,7912.700000000001
3332,HYVAA,33,66633,France,6663.3
3333,IZIHZ,31,56454,,5645.400000000001
3334,RRMFO,26,36679,,3667.9
3335,OQVSQ,46,73278,,7327.8
3336,WPDBN,24,63298,,6329.8
3337,VYNAY,51,65851,France,6585.1
3338,RQURF,30,62416,,6241.6
3339,KOPJN,51,61207,,6120.700000000001
3340,VZKNO,55,61230,,6123.0
3341,RICPO,27,66590,,6659.0
3342,KFVCF,37,36867,,3686.7000000000003
3343,ZPIKS,36,38180,,3818.0
3344,LIRZL,53,40762,,4076.2000000000003
3345,QRFBZ,53,78753,,7875.3
3346,THWNS,28,63077,,6307.700000000001
3347,OKZSQ,37,55425,,5542.5
3348,BVZQR,31,77912,,7791.200000000001
3349,BGZAT,33,52225,,5222.5
3350,DFWKE,22,78987,France,7898.700000000001
3351,IZHCP,22,67701,France,6770.1
3352,JRLND,29,63392,France,6339.200000000001
3353,BTXLB,53,38748,,3874.8
3354,YACDN,47,56402,,5640.200000000001
3355,ZWWQB,26,75649,,7564.900000000001
3356,MMTIM,39,44958,,4495.8
3357,FYGGW,20,38117,,3811.7000000000003
3358,XEECI,60,35274,,3527.4
3359,JAJXQ,49,57257,,5725.700000000001
3360,YJHUE,26,36829,France,3682.9
3361,UBIKB,35,79961,,7996.1
3362,QVLWB,20,63592,,6359.200000000001
3363,YEDNS,33,71920,,7192.0
3364,KQOEA,28,34404,,3440.4
3365,DYNYK,31,55034,France,5503.400000000001
3366,TOQQY,40,76704,,7670.400000000001
3367,KTTXP,42,49868,,4986.8
3368,BIWTG,29,69499,,6949.900000000001
3369,ARJIR,26,47463,,4746.3
3370,DRUUH,55,71865,,7186.5
3371,SWGVB,51,55801,France,5580.1
3372,CASCV,47,57435,,5743.5
3373,XJPOM,33,49160,,4916.0
3374,BFBYR,26,60573,,6057.3
3375,TECNU,41,71616,France,7161.6
3376,OJNPQ,43,36134,,3613.4
3377,DJCWI,38,42402,,4240.2
3378,BYGZY,50,73590,France,7359.0
3379,KLRQU,32,43904,,4390.400000000001
3380,QNNXX,40,72786,,7278.6
3381,CIEZJ,21,62496,France,6249.6
3382,EDRZL,22,63951,,6395.1
3383,TTLZQ,24,71485,,7148.5
3384,XILZO,51,69167,,6916.700000000001
3385,UGBNG,60,33337,France,3333.7000000000003
3386,TGPXE,45,59984,,5998.400000000001
3387,ZTAFP,45,68622,,6862.200000000001
3388,XBFNI,26,59973,France,5997.3
3389,KXBPK,53,48306,,4830.6
3390,CWQRF,34,48062,France,4806.2
3391,EQAUD,54,58294,,5829.400000000001
3392,OAOEB,42,32256,,3225.6000000000004
3393,UFWDO,50,70586,,7058.6
3394,LKWEV,43,33066,,3306.6000000000004
3395,HMNKO,47,48849,France,4884.900000000001
3396,PFKAA,57,44175,France,4417.5
3397,MOVQF,37,72281,,7228.1
3398,GKVOK,43,62874,,6287.400000000001
3399,OKFLA,28,44778,France,4477.8
3400,OXPVR,27,35710,,3571.0
3401,IINFP,37,37581,,3758.1000000000004
3402,IINVR,20,65924,,6592.400000000001
3403,ESJGR,53,61389,,6138.900000000001
3404,CGCFK,44,40781,,4078.1000000000004
3405,GABXJ,32,61501,France,6150.1
3406,HVEQH,46,69113,,6911.3
3407,CMYCM,55,59646,,5964.6
3408,QIUOG,26,51184,France,5118.400000000001
3409,MZFAM,59,49905,France,4990.5
3410,GXBBY,54,38085,,3808.5
3411,AHKHH,38,41682,France,4168.2
3412,XBZFA,40,44769,,4476.900000000001
3413,SDNNT,43,50157,,5015.700000000001
3414,CBKTA,52,54204,France,5420.400000000001
3415,XEDXC,31,59186,,5918.6
3416,HWZLD,60,72470,,7247.0
3417,VVKOV,34,51291,France,5129.1
3418,IXPCL,48,72596,,7259.6
3419,DGRMP,53,46164,,4616.400000000001
3420,ELWGM,57,46287,,4628.7
3421,MGPQU,43,72750,,7275.0
3422,SUROW,20,40752,France,4075.2000000000003
3423,TBZAC,32,41700,France,4170.0
3424,HJQGQ,20,65490,,6549.0
3425,ZDORE,25,79995,,7999.5
3426,RPDUB,39,52984,France,5298.400000000001
3427,PZCRB,35,67302,,6730.200000000001
3428,KVIJG,56,71855,,7185.5
3429,YYVNX,32,76643,France,7664.3
3430,TGAYK,51,58899,France,5889.900000000001
3431,ARPLM,40,69280,,6928.0
3432,QTPXW,53,36762,,3676.2000000000003
3433,ROUBR,58,73350,,7335.0
3434,UKHWQ,27,63920,France,6392.0
3435,ZSNJM,27,41024,,4102.400000000001
3436,EUEBH,55,34817,,3481.7000000000003
3437,YAKWP,53,41242,,4124.2
3438,RKJXF,44,70480,,7048.0
3439,AWCFX,34,48084,France,4808.400000000001
3440,QSVZL,30,70469,,7046.900000000001
3441,GXIZT,60,63294,France,6329.400000000001
3442,JPEZT,25,69903,,6990.3
3443,DYHTV,49,43064,France,4306.400000000001
3444,XUSDT,38,68153,,6815.3
3445,RUQBU,26,67099,,6709.900000000001
3446,BIMAY,37,67803,France,6780.3
3447,PTOQY,27,48609,France,4860.900000000001
3448,TCYIR,53,45572,,4557.2
3449,GUGVT,37,69741,,6974.1
3450,CIPEV,44,37242,,3724.2000000000003
3451,ZRRPX,35,67295,,6729.5
3452,AVDTZ,25,45007,France,4500.7
3453,SAMIO,34,75134,,7513.400000000001
3454,ZGFFY,34,71504,,7150.400000000001
3455,OGEBN,27,34761,,3476.1000000000004
3456,LQRWK,46,74333,,7433.3
3457,ALDEL,45,50086,France,5008.6
3458,DKXPN,52,71650,,7165.0
3459,VORXU,55,44921,,4492.1
3460,DCYVZ,25,39260,,3926.0
3461,EDJGX,26,47744,France,4774.400000000001
3462,UGBZI,57,32574,,3257.4
3463,BLJUX,57,45605,,4560.5
3464,ZKIVO,56,55836,,5583.6
3465,DBIBF,25,54311,,5431.1
3466,XCUWD,31,72280,,7228.0
3467,BWHOC,29,33783,,3378.3
3468,PWCVA,35,36787,,3678.7000000000003
3469,CKIXG,38,34777,,3477.7000000000003
3470,NGSMQ,51,36908,France,3690.8
3471,WFJTY,42,46763,France,4676.3
3472,GTMNK,31,44095,,4409.5
3473,YQXFD,56,71456,,7145.6
3474,ZJZNB,34,76672,,7667.200000000001
3475,VZTRJ,43,34816,,3481.6000000000004
3476,BNYUR,46,47741,France,4774.1
3477,RBEYS,25,54947,France,5494.700000000001
3478,WAIBZ,46,42486,,4248.6
3479,JGUGJ,38,33763,France,3376.3
3480,DPWXT,21,55638,France,5563.8
3481,QVTHE,41,39655,France,3965.5
3482,AKTSR,26,77590,France,7759.0
3483,VPPTI,20,75154,,7515.400000000001
3484,KTPVM,56,61034,France,6103.400000000001
3485,FHWYX,53,45138,,4513.8
3486,JVRYR,32,42998,,4299.8
3487,TCXDH,39,35714,,3571.4
3488,DFGOQ,54,74634,,7463.400000000001
3489,QPBQE,46,75617,,7561.700000000001
3490,YFPOZ,28,50530,,5053.0
3491,GNBVR,31,37850,,3785.0
3492,RVTYF,36,64442,France,6444.200000000001
3493,ZMJGL,58,66393,France,6639.3
3494,KNXAA,34,49209,,4920.900000000001
3495,NQRBU,46,62787,,6278.700000000001
3496,BZXTU,38,31577,,3157.7000000000003
3497,IPDTB,46,60152,,6015.200000000001
3498,PYTFF,36,67003,,6700.3
3499,ZVHIR,28,35045,,3504.5
3500,ZPMTN,27,31074,France,3107.4
3501,NCRXT,25,73912,France,7391.200000000001
3502,ZBOAI,41,44983,,4498.3
3503,PHSCL,23,44419,,4441.900000000001
3504,PZRRM,38,44442,,4444.2
3505,WUNIL,26,51551,,5155.1
3506,JHEGO,36,47825,France,4782.5
3507,DVLMY,60,59469,France,5946.900000000001
3508,CPIYN,37,66667,,6666.700000000001
3509,CULXG,59,72578,France,7257.8
3510,AYSYI,55,73617,,7361.700000000001
3511,HOSLK,42,31562,,3156.2000000000003
3512,WUKBM,37,38593,France,3859.3
3513,KPFNA,33,44164,,4416.400000000001
3514,QRGET,50,68088,France,6808.8
3515,IMXEZ,34,31338,,3133.8
3516,XHJVH,44,66279,,6627.900000000001
3517,NVKHY,50,71500,,7150.0
3518,XOHAA,22,47056,,4705.6
3519,EZIWQ,37,47235,,4723.5
